mode,group,mean_rel_change,median_rel_change,max_rel_change,sample_num
full,all,0.001028768529552811,0.0009141477930825204,0.002875577425584197,60
full,true,0.0018146348588440257,0.0015617297030985355,0.005664090625941753,60
full,proxy,0.000928746536616624,0.0007798962178640068,0.003483535023406148,60
latest_custom,all,0.0018146348588440257,0.0015617297030985355,0.005664090625941753,60
latest_custom,true,0.0018146348588440257,0.0015617297030985355,0.005664090625941753,60
latest_custom,proxy,0.0,0.0,0.0,60
