mode,group,mean_rel_change,median_rel_change,max_rel_change,sample_num
full,all,0.0002954658674389066,0.00020772613061126322,0.002965196268633008,200
full,true,0.000278463616496083,0.00018190376431448385,0.0031576724722981453,200
full,proxy,0.0004134057610281161,0.00024936936097219586,0.0042062667198479176,200
latest_custom,all,0.000278463616496083,0.00018190376431448385,0.0031576724722981453,200
latest_custom,true,0.000278463616496083,0.00018190376431448385,0.0031576724722981453,200
latest_custom,proxy,0.0,0.0,0.0,200
